540.000	0.000	0.000	162.000	2.500	1040.000	676.000	28	79.990
540.000	0.000	0.000	162.000	2.500	1055.000	676.000	28	61.890
332.500	142.500	0.000	228.000	0.000	932.000	594.000	270	40.270
332.500	142.500	0.000	228.000	0.000	932.000	594.000	365	41.050
198.600	132.400	0.000	192.000	0.000	978.400	825.500	360	44.300
266.000	114.000	0.000	228.000	0.000	932.000	670.000	90	47.030
380.000	95.000	0.000	228.000	0.000	932.000	594.000	365	43.700
380.000	95.000	0.000	228.000	0.000	932.000	594.000	28	36.450
266.000	114.000	0.000	228.000	0.000	932.000	670.000	28	45.850
475.000	0.000	0.000	228.000	0.000	932.000	594.000	28	39.290
198.600	132.400	0.000	192.000	0.000	978.400	825.500	90	38.070
198.600	132.400	0.000	192.000	0.000	978.400	825.500	28	28.020
427.500	47.500	0.000	228.000	0.000	932.000	594.000	270	43.010
190.000	190.000	0.000	228.000	0.000	932.000	670.000	90	42.330
304.000	76.000	0.000	228.000	0.000	932.000	670.000	28	47.810
380.000	0.000	0.000	228.000	0.000	932.000	670.000	90	52.910
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	90	39.360
342.000	38.000	0.000	228.000	0.000	932.000	670.000	365	56.140
380.000	95.000	0.000	228.000	0.000	932.000	594.000	90	40.560
475.000	0.000	0.000	228.000	0.000	932.000	594.000	180	42.620
427.500	47.500	0.000	228.000	0.000	932.000	594.000	180	41.840
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	28	28.240
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	3	8.060
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	180	44.210
380.000	0.000	0.000	228.000	0.000	932.000	670.000	365	52.520
380.000	0.000	0.000	228.000	0.000	932.000	670.000	270	53.300
380.000	95.000	0.000	228.000	0.000	932.000	594.000	270	41.150
342.000	38.000	0.000	228.000	0.000	932.000	670.000	180	52.120
427.500	47.500	0.000	228.000	0.000	932.000	594.000	28	37.430
475.000	0.000	0.000	228.000	0.000	932.000	594.000	7	38.600
304.000	76.000	0.000	228.000	0.000	932.000	670.000	365	55.260
266.000	114.000	0.000	228.000	0.000	932.000	670.000	365	52.910
198.600	132.400	0.000	192.000	0.000	978.400	825.500	180	41.720
475.000	0.000	0.000	228.000	0.000	932.000	594.000	270	42.130
190.000	190.000	0.000	228.000	0.000	932.000	670.000	365	53.690
237.500	237.500	0.000	228.000	0.000	932.000	594.000	270	38.410
237.500	237.500	0.000	228.000	0.000	932.000	594.000	28	30.080
332.500	142.500	0.000	228.000	0.000	932.000	594.000	90	37.720
475.000	0.000	0.000	228.000	0.000	932.000	594.000	90	42.230
237.500	237.500	0.000	228.000	0.000	932.000	594.000	180	36.250
342.000	38.000	0.000	228.000	0.000	932.000	670.000	90	50.460
427.500	47.500	0.000	228.000	0.000	932.000	594.000	365	43.700
237.500	237.500	0.000	228.000	0.000	932.000	594.000	365	39.000
380.000	0.000	0.000	228.000	0.000	932.000	670.000	180	53.100
427.500	47.500	0.000	228.000	0.000	932.000	594.000	90	41.540
427.500	47.500	0.000	228.000	0.000	932.000	594.000	7	35.080
349.000	0.000	0.000	192.000	0.000	1047.000	806.900	3	15.050
380.000	95.000	0.000	228.000	0.000	932.000	594.000	180	40.760
237.500	237.500	0.000	228.000	0.000	932.000	594.000	7	26.260
380.000	95.000	0.000	228.000	0.000	932.000	594.000	7	32.820
332.500	142.500	0.000	228.000	0.000	932.000	594.000	180	39.780
190.000	190.000	0.000	228.000	0.000	932.000	670.000	180	46.930
237.500	237.500	0.000	228.000	0.000	932.000	594.000	90	33.120
304.000	76.000	0.000	228.000	0.000	932.000	670.000	90	49.190
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	7	14.590
198.600	132.400	0.000	192.000	0.000	978.400	825.500	7	14.640
475.000	0.000	0.000	228.000	0.000	932.000	594.000	365	41.930
198.600	132.400	0.000	192.000	0.000	978.400	825.500	3	9.130
304.000	76.000	0.000	228.000	0.000	932.000	670.000	180	50.950
332.500	142.500	0.000	228.000	0.000	932.000	594.000	28	33.020
304.000	76.000	0.000	228.000	0.000	932.000	670.000	270	54.380
266.000	114.000	0.000	228.000	0.000	932.000	670.000	270	51.730
310.000	0.000	0.000	192.000	0.000	971.000	850.600	3	9.870
190.000	190.000	0.000	228.000	0.000	932.000	670.000	270	50.660
266.000	114.000	0.000	228.000	0.000	932.000	670.000	180	48.700
342.000	38.000	0.000	228.000	0.000	932.000	670.000	270	55.060
139.600	209.400	0.000	192.000	0.000	1047.000	806.900	360	44.700
